代码	名称	涨幅%%	现价	涨跌	买价	卖价	总量	现量	涨速%%	换手%%	
002571	德力股份	--  	10.27	--  	--  	--  	0	0	--  	          0.00	
002572	索菲亚	0.59	39.21	0.23	39.21	39.24	13752	500	-0.05	          0.52	
002573	清新环境	--  	22.44	--  	--  	--  	0	0	--  	          0.00	
002574	明牌珠宝	-2.74	12.42	-0.35	12.42	12.43	137904	4614	-0.08	          2.61	
002575	群兴玩具	0.74	14.97	0.11	14.96	14.97	203338	8031	0.26	          3.51	
002576	通达动力	-1.87	19.42	-0.37	19.42	19.43	56132	518	-0.05	          4.74	
002577	雷柏科技	-0.08	36.61	-0.03	36.61	36.62	54573	1521	0.02	          1.94	
002578	闽发铝业	7.54	9.70	0.68	9.70	9.71	204962	6107	-1.02	          7.73	
002579	中京电子	1.98	10.32	0.20	10.32	10.33	94870	2183	0.00	          2.71	
002580	圣阳股份	--  	13.32	--  	--  	--  	0	0	--  	          0.00	
002581	未名医药	-0.30	26.71	-0.08	26.71	26.72	43445	535	0.07	          2.24	
002582	好想你	--  	15.62	--  	--  	--  	0	0	--  	          0.00	
002583	海能达	2.63	10.15	0.26	10.15	10.16	227833	2461	0.00	          2.71	
002584	西陇科学	-0.33	33.55	-0.11	33.54	33.55	28042	269	0.32	          2.72	
002585	双星新材	2.27	10.37	0.23	10.37	10.38	77675	1492	0.00	          1.44	
002586	围海股份	4.36	10.76	0.45	10.75	10.76	339727	5822	0.09	          4.91	
002587	奥拓电子	2.39	12.00	0.28	11.99	12.00	153467	1249	0.08	          6.46	
002588	史丹利	0.35	28.55	0.10	28.51	28.55	19084	74	0.10	          0.54	
002589	瑞康医药	1.97	28.97	0.56	28.97	28.99	38883	302	0.03	          1.34	
002590	万安科技	3.26	18.08	0.57	18.08	18.09	102459	1421	-0.60	          2.84	
002591	恒大高新	-1.93	12.68	-0.25	12.65	12.68	43940	473	0.07	          2.91	
002592	八菱科技	0.18	33.85	0.06	33.84	33.85	32095	760	-0.02	          2.67	
002593	日上集团	-0.33	27.21	-0.09	27.20	27.21	35217	498	0.22	          2.69	
002594	比亚迪	1.95	54.29	1.04	54.28	54.29	93275	1168	0.51	          1.25	
002595	豪迈科技	0.86	18.81	0.16	18.81	18.82	20224	239	-0.10	          0.49	
002596	海南瑞泽	0.10	29.11	0.03	29.11	29.12	53386	681	-0.13	          2.94	
002597	金禾实业	2.38	12.03	0.28	12.02	12.03	181034	1955	0.00	          3.28	
002598	山东章鼓	1.43	9.96	0.14	9.96	9.97	36339	195	-0.30	          1.38	
002599	盛通股份	--  	29.39	--  	--  	--  	0	0	--  	          0.00	
002600	江粉磁材	0.12	8.10	0.01	8.10	8.11	89768	1337	0.00	          2.32	
002601	佰利联	9.99	46.36	4.21	46.36	46.37	135138	2922	0.02	          8.23	
002602	世纪华通	-0.17	23.15	-0.04	23.15	23.16	121977	2432	0.04	          2.16	
002603	以岭药业	-0.14	13.80	-0.02	13.80	13.81	64844	952	0.14	          0.73	
002604	龙力生物	0.27	11.11	0.03	11.10	11.11	116821	2309	0.00	          2.70	
002605	姚记扑克	4.71	18.44	0.83	18.44	18.45	59955	1478	0.10	          2.35	
002606	大连电瓷	2.60	15.01	0.38	15.01	15.02	32589	350	0.00	          2.21	
002607	亚夏汽车	2.28	10.76	0.24	10.76	10.77	101838	1664	0.00	          4.08	
002608	*ST舜船	--  	8.75	--  	--  	--  	0	0	--  	          0.00	
002609	捷顺科技	0.64	15.84	0.10	15.84	15.85	108511	1052	0.12	          3.78	
002610	爱康科技	3.02	10.92	0.32	10.92	10.93	276550	3004	0.18	          3.94	
002611	东方精工	-0.49	10.14	-0.05	10.13	10.14	44019	1198	0.00	          1.40	
002612	朗姿股份	--  	75.46	--  	--  	--  	0	0	--  	          0.00	
002613	北玻股份	0.80	7.53	0.06	7.52	7.53	309645	5066	0.00	          8.49	
002614	蒙发利	-0.23	12.76	-0.03	12.75	12.76	103633	1213	-0.07	          3.75	
002615	哈尔斯	-4.59	27.25	-1.31	27.24	27.25	119297	2199	0.18	         11.60	
002616	长青集团	1.58	19.99	0.31	19.98	19.99	38211	684	-0.05	          1.72	
002617	露笑科技	3.93	23.81	0.90	23.81	23.82	72586	2258	0.29	          2.36	
002618	丹邦科技	1.92	32.36	0.61	32.36	32.37	25916	379	0.06	          1.42	
002619	巨龙管业	--  	31.77	--  	--  	--  	0	0	--  	          0.00	
002620	瑞和股份	0.97	31.30	0.30	31.30	31.31	22464	813	1.09	          2.40	
002621	三垒股份	0.06	17.32	0.01	17.31	17.32	16143	171	-0.17	          2.87	
002622	永大集团	-2.49	22.68	-0.58	22.68	22.69	109743	2002	0.30	          4.21	
002623	亚玛顿	3.22	35.57	1.11	35.57	35.58	44382	1632	1.07	          2.77	
002624	完美环球	-3.19	42.23	-1.39	42.23	42.24	89318	1188	0.07	          3.26	
002625	龙生股份	2.88	41.45	1.16	41.45	41.46	75298	1036	0.07	          4.01	
002626	金达威	1.55	16.34	0.25	16.34	16.35	135169	1266	0.06	          2.35	
002627	宜昌交运	0.15	20.22	0.03	20.21	20.22	19619	296	0.19	          1.50	
002628	成都路桥	2.68	9.20	0.24	9.19	9.20	358490	3063	0.00	          5.64	
002629	仁智油服	-1.30	12.19	-0.16	12.18	12.19	144158	2238	0.16	          4.37	
002630	华西能源	-0.33	12.03	-0.04	12.03	12.04	79034	635	0.08	          1.30	
002631	德尔未来	--  	29.07	--  	--  	--  	0	0	--  	          0.00	
002632	道明光学	5.93	21.97	1.23	21.97	21.98	114275	1924	0.09	          4.38	
002633	*ST申科	--  	18.88	--  	--  	--  	0	0	--  	          0.00	
002634	棒杰股份	-2.89	42.00	-1.25	41.96	42.00	77081	1872	0.21	         10.97	
002635	安洁科技	-0.48	25.11	-0.12	25.10	25.11	69295	395	-0.19	          3.77	
002636	金安国纪	7.75	16.68	1.20	16.68	16.69	338007	5605	0.36	         13.72	
002637	赞宇科技	0.77	19.58	0.15	19.57	19.58	23162	293	0.15	          2.04	
002638	勤上光电	-2.25	15.66	-0.36	15.66	15.67	170099	2218	0.19	          4.63	
002639	雪人股份	-1.21	9.79	-0.12	9.78	9.79	132590	2648	0.00	          3.66	
002640	跨境通	-1.13	33.30	-0.38	33.30	33.31	76677	1387	-0.03	          2.09	
002641	永高股份	1.15	7.93	0.09	7.92	7.93	20484	407	0.12	          0.30	
002642	荣之联	0.61	39.90	0.24	39.90	39.91	80558	1257	0.07	          3.87	
002643	万润股份	-2.97	37.61	-1.15	37.60	37.61	34349	586	0.00	          1.28	
002644	佛慈制药	0.00	12.80	0.00	12.79	12.80	28687	494	0.00	          0.65	
002645	华宏科技	-2.44	22.81	-0.57	22.81	22.82	20758	235	-0.39	          1.44	
002646	青青稞酒	0.48	16.87	0.08	16.85	16.87	29837	317	0.11	          0.66	
002647	宏磊股份	--  	23.84	--  	--  	--  	0	0	--  	          0.00	
002648	卫星石化	-1.01	7.84	-0.08	7.83	7.84	52553	589	0.12	          0.66	
002649	博彦科技	1.10	43.15	0.47	43.15	43.16	34947	666	0.27	          2.65	
002650	加加食品	-0.35	5.68	-0.02	5.67	5.68	87833	1528	-0.17	          0.78	
002651	利君股份	2.15	9.02	0.19	9.01	9.02	72736	686	0.11	          2.33	
002652	扬子新材	--  	12.12	--  	--  	--  	0	0	--  	          0.00	
002653	海思科	-0.93	15.94	-0.15	15.94	15.95	21117	128	0.06	          0.54	
002654	万润科技	4.34	46.38	1.93	46.38	46.39	144547	1846	0.02	         12.44	
002655	共达电声	0.00	20.84	0.00	20.84	20.85	97131	2870	0.43	          2.70	
002656	卡奴迪路	2.32	19.00	0.43	19.00	19.01	24894	519	0.10	          1.56	
002657	中科金财	1.85	55.18	1.00	55.17	55.18	86933	1049	0.19	          5.26	
002658	雪迪龙	0.65	18.62	0.12	18.61	18.62	61842	657	0.05	          2.17	
002659	中泰桥梁	-3.07	20.50	-0.65	20.41	20.50	66496	714	-0.09	          2.14	
002660	茂硕电源	5.29	12.15	0.61	12.14	12.15	164577	2846	0.08	          9.06	
002661	克明面业	0.53	47.75	0.25	47.73	47.75	8885	308	0.52	          1.08	
002662	京威股份	-1.30	16.00	-0.21	15.99	16.00	37313	930	0.06	          0.65	
002663	普邦园林	-0.17	5.73	-0.01	5.73	5.74	105097	687	0.17	          1.06	
002664	信质电机	--  	31.77	--  	--  	--  	0	0	--  	          0.00	
002665	首航节能	7.38	26.32	1.81	26.31	26.32	128340	1203	0.00	          2.48	
002666	德联集团	1.01	9.01	0.09	9.01	9.02	59828	1134	0.11	          2.61	
002667	鞍重股份	-0.25	56.70	-0.14	56.57	56.70	19728	220	1.61	          2.29	
002668	奥马电器	0.47	63.87	0.30	63.87	63.88	39317	935	0.09	          3.45	
002669	康达新材	0.50	24.08	0.12	24.08	24.10	36762	812	0.04	          2.82	
002670	华声股份	-0.26	27.16	-0.07	27.15	27.16	14930	133	0.07	          1.08	
002671	龙泉股份	3.18	12.34	0.38	12.33	12.34	185310	2088	-0.24	          5.84	
002672	东江环保	1.00	16.17	0.16	16.16	16.17	66713	770	-0.06	          1.55	
002673	西部证券	-0.09	23.18	-0.02	23.18	23.19	506447	8032	0.00	          2.11	
002674	兴业科技	1.72	14.20	0.24	14.19	14.20	32879	748	0.00	          1.37	
002675	东诚药业	--  	40.05	--  	--  	--  	0	0	--  	          0.00	
002676	顺威股份	-1.77	36.05	-0.65	36.05	36.07	38887	245	0.11	          2.45	
002677	浙江美大	0.56	16.19	0.09	16.19	16.20	42378	842	0.12	          1.12	
002678	珠江钢琴	-1.45	12.90	-0.19	12.90	12.91	62836	1257	0.15	          0.66	
002679	福建金森	-0.74	21.39	-0.16	21.39	21.40	44113	943	-0.41	          3.18	
002680	黄海机械	0.69	38.01	0.26	38.01	38.02	13188	153	-0.02	          2.50	
002681	奋达科技	2.20	32.91	0.71	32.91	32.92	116213	1428	0.03	          5.39	
002682	龙洲股份	1.20	12.62	0.15	12.61	12.62	73587	1049	0.23	          2.81	
002683	宏大爆破	-0.67	8.83	-0.06	8.82	8.83	62385	470	0.00	          1.32	
002684	猛狮科技	--  	23.96	--  	--  	--  	0	0	--  	          0.00	
002685	华东重机	-2.53	8.09	-0.21	8.09	8.10	249453	2396	-0.36	          4.45	
002686	亿利达	-0.09	11.69	-0.01	11.69	11.70	47613	536	0.25	          1.70	
002687	乔治白	0.14	14.18	0.02	14.17	14.18	30274	605	-0.07	          0.89	
002688	金河生物	-0.11	18.28	-0.02	18.27	18.28	12179	296	-0.10	          0.58	
002689	远大智能	10.06	8.75	0.80	8.75	--  	212800	769	0.00	          2.27	
002690	美亚光电	0.26	26.89	0.07	26.89	26.90	27409	210	-0.11	          0.84	
002691	冀凯股份	3.17	25.42	0.78	25.41	25.42	111564	1568	-0.11	          5.63	
002692	远程电缆	1.83	14.46	0.26	14.44	14.46	23354	322	0.41	          1.16	
002693	双成药业	0.00	11.24	0.00	11.23	11.24	22139	388	0.08	          0.55	
002694	顾地科技	5.21	12.52	0.62	12.52	12.53	60691	723	0.07	          2.05	
002695	煌上煌	0.07	30.50	0.02	30.50	30.51	8965	252	0.00	          0.79	
002696	百洋股份	--  	24.97	--  	--  	--  	0	0	--  	          0.00	
002697	红旗连锁	0.51	5.89	0.03	5.88	5.89	77577	1580	0.17	          1.06	
002698	博实股份	0.14	20.95	0.03	20.94	20.95	58599	1298	0.09	          1.13	
002699	美盛文化	-0.81	37.79	-0.31	37.79	37.80	32072	438	-0.07	          0.86	
002700	新疆浩源	4.23	13.32	0.54	13.31	13.32	81931	1098	0.15	          2.62	
002701	奥瑞金	-0.78	22.96	-0.18	22.96	22.97	42325	282	0.04	          0.67	
002702	海欣食品	-2.11	21.80	-0.47	21.79	21.80	298402	8666	0.00	         18.20	
002703	浙江世宝	--  	25.28	--  	--  	--  	0	0	--  	          0.00	
002705	新宝股份	0.53	16.98	0.09	16.98	16.99	19183	289	0.00	          1.75	
002706	良信电器	0.71	46.74	0.33	46.74	46.79	5994	87	0.23	          1.67	
002707	众信旅游	--  	52.62	--  	--  	--  	0	0	--  	          0.00	
002708	光洋股份	-2.46	12.30	-0.31	12.30	12.31	119662	1116	0.40	          7.59	
002709	天赐材料	-1.21	62.23	-0.76	62.23	62.24	40027	407	0.20	          7.04	
002711	欧浦智网	3.38	27.85	0.91	27.85	27.86	102437	998	-0.10	          7.58	
002712	思美传媒	-1.08	110.79	-1.21	110.69	110.79	5797	125	0.90	          2.00	
002713	东易日盛	3.90	28.76	1.08	28.75	28.76	25347	351	0.00	          4.06	
002714	牧原股份	1.15	46.49	0.53	46.48	46.49	35894	668	0.38	          2.34	
002715	登云股份	-1.23	30.63	-0.38	30.63	30.64	14686	184	0.09	          2.82	
002716	金贵银业	1.27	10.40	0.13	10.40	10.41	160038	3337	0.00	          5.59	
002717	岭南园林	0.86	41.05	0.35	41.04	41.05	170383	2600	0.12	         11.12	
002718	友邦吊顶	-0.44	47.20	-0.21	47.18	47.20	9455	92	0.04	          4.51	
002719	麦趣尔	0.26	41.79	0.11	41.79	41.80	28696	573	0.31	          8.49	
002721	金一文化	--  	19.41	--  	--  	--  	0	0	--  	          0.00	
002722	金轮股份	1.49	28.58	0.42	28.57	28.58	50381	1356	0.31	         11.01	
002723	金莱特	-0.59	18.50	-0.11	18.50	18.51	46981	1186	0.32	          7.66	
002724	海洋王	2.63	18.37	0.47	18.37	18.38	37553	1467	0.16	          6.14	
002725	跃岭股份	1.93	19.54	0.37	19.54	19.55	26613	858	0.35	          5.03	
002726	龙大肉食	0.18	11.40	0.02	11.40	11.41	61391	1606	0.17	          5.62	
002727	一心堂	0.43	44.79	0.19	44.79	44.80	37306	464	0.04	          3.89	
002728	台城制药	1.16	21.72	0.25	21.70	21.72	12293	118	0.04	          2.10	
002729	好利来	0.14	57.92	0.08	57.69	57.92	2691	4	-0.03	          1.52	
002730	电光科技	-0.72	42.71	-0.31	42.71	42.72	26673	474	0.00	          5.72	
002731	萃华珠宝	1.65	24.62	0.40	24.62	24.63	23723	973	0.08	          4.85	
002732	燕塘乳业	0.51	27.41	0.14	27.41	27.42	19395	315	0.03	          3.19	
002733	雄韬股份	2.01	22.80	0.45	22.80	22.81	78556	1961	0.35	          8.34	
002734	利民股份	0.77	27.41	0.21	27.41	27.42	41935	1319	0.21	          4.83	
002735	王子新材	3.31	37.15	1.19	37.14	37.15	14856	584	0.10	          6.63	
002736	国信证券	0.20	14.94	0.03	14.94	14.95	123186	1273	0.06	          0.56	
002737	葵花药业	0.78	36.10	0.28	36.09	36.10	15167	290	0.00	          1.26	
002738	中矿资源	-0.33	26.90	-0.09	26.87	26.90	12711	155	-0.14	          2.21	
002739	万达院线	-1.54	82.51	-1.29	82.51	82.52	84634	622	0.01	          2.08	
002740	爱迪尔	10.01	45.84	4.17	45.84	--  	5276	4	0.00	          1.22	
002741	光华科技	-0.73	25.80	-0.19	25.80	25.81	126693	2619	-0.07	          9.64	
002742	三圣特材	--  	34.01	--  	--  	--  	0	0	--  	          0.00	
002743	富煌钢构	0.37	27.28	0.10	27.28	27.29	37824	714	0.00	          6.81	
002745	木林森	2.18	30.47	0.65	30.47	30.48	19213	323	-0.06	          2.58	
002746	仙坛股份	6.03	31.82	1.81	31.82	31.84	37965	248	0.09	          7.54	
002747	埃斯顿	0.58	51.85	0.30	51.85	51.86	12427	114	0.00	          4.14	
002748	世龙实业	-0.24	29.66	-0.07	29.66	29.68	19726	385	0.20	          6.58	
002749	国光股份	0.22	82.35	0.18	82.35	82.36	7418	98	0.20	          4.95	
002750	龙津药业	-0.85	35.10	-0.30	35.10	35.12	18786	148	0.00	          3.74	
002751	易尚展示	0.03	104.75	0.03	104.74	104.75	57675	584	0.00	         16.42	
002752	昇兴股份	0.98	23.76	0.23	23.76	23.77	21841	384	0.04	          3.64	
002753	永东股份	0.97	35.37	0.34	35.37	35.40	8177	102	-0.08	          3.31	
002755	东方新星	0.90	39.19	0.35	39.19	39.20	35267	451	0.00	         13.92	
002756	永兴特钢	0.21	38.92	0.08	38.91	38.92	13140	204	0.51	          2.63	
002757	南兴装备	-0.81	61.50	-0.50	61.49	61.50	11936	222	-0.12	          4.37	
002758	华通医药	-0.99	79.88	-0.80	79.88	79.90	6132	111	0.10	          4.38	
002759	天际股份	0.26	38.28	0.10	38.25	38.28	18769	315	0.41	          7.82	
002760	凤形股份	-2.67	48.18	-1.32	48.18	48.19	14230	188	0.06	          6.47	
002761	多喜爱	1.34	30.30	0.40	30.30	30.31	25802	783	0.59	          8.60	
002762	金发拉比	--  	52.44	--  	--  	--  	0	0	--  	          0.00	
002763	汇洁股份	0.86	35.25	0.30	35.20	35.25	14531	205	0.22	          2.69	
002765	蓝黛传动	1.79	22.15	0.39	22.15	22.16	26471	480	0.00	          5.09	
002766	索菱股份	-1.41	32.93	-0.47	32.93	32.94	36824	308	0.12	          8.04	
002767	先锋电子	0.74	35.21	0.26	35.21	35.23	12031	345	0.05	          4.81	
002768	国恩股份	-1.26	76.03	-0.97	76.03	76.05	34938	307	0.02	         17.47	
002769	普路通	0.69	58.35	0.40	58.35	58.36	26715	361	0.06	          7.22	
002770	科迪乳业	0.09	21.87	0.02	21.86	21.87	48592	888	-0.04	          7.10	
002771	真视通	-1.22	90.14	-1.11	90.14	90.24	9137	66	-0.15	          4.57	
002772	众兴菌业	5.89	37.22	2.07	37.22	37.23	43603	565	0.29	         11.71	
002773	康弘药业	-1.20	66.00	-0.80	66.00	66.19	4914	200	-0.01	          1.08	
002775	文科园林	3.69	41.28	1.47	41.27	41.28	22440	361	0.07	          7.48	
002776	柏堡龙	-1.78	64.43	-1.17	64.40	64.43	15491	238	-0.03	          5.91	
002777	久远银海	-4.75	83.00	-4.14	82.99	83.00	39517	568	0.01	         19.76	
002778	高科石化	-5.12	40.76	-2.20	40.76	40.77	105752	1016	0.39	         47.42	
002779	中坚科技	1.24	57.15	0.70	57.15	57.16	41512	1164	0.28	         18.87	
002780	三夫户外	-3.00	89.31	-2.76	89.31	89.32	21080	282	0.01	         12.40	
002781	奇信股份	0.52	38.50	0.20	38.50	38.52	71761	3957	0.36	         15.95	
002782	可立克	-1.96	34.01	-0.68	34.01	34.02	78606	1424	-0.02	         18.45	
002783	凯龙股份	0.47	85.95	0.40	85.94	85.95	24968	476	0.05	         11.96	
002785	万里石	-6.50	28.34	-1.97	28.34	28.35	177793	3989	0.03	         35.56	
002786	银宝山新	-2.53	37.00	-0.96	36.99	37.00	70045	1442	-0.18	         22.04	
002787	华源包装	-1.21	32.66	-0.40	32.66	32.67	52181	1084	-0.15	         14.82	
002788	鹭燕医药	10.01	29.55	2.69	29.55	--  	136	5	0.00	          0.04	
300001	特锐德	3.84	23.00	0.85	22.99	23.00	276150	5241	-0.26	          3.35	
300002	神州泰岳	0.96	9.44	0.09	9.44	9.45	159037	2397	0.21	          1.39	
300003	乐普医疗	--  	30.63	--  	--  	--  	0	0	--  	          0.00	
300004	南风股份	3.80	17.48	0.64	17.48	17.49	141405	2495	0.00	          4.43	
300005	探路者	0.87	18.55	0.16	18.54	18.55	91355	1579	0.00	          2.63	
300006	莱美药业	10.00	37.74	3.43	37.74	--  	137076	343	0.00	         10.67	
300007	汉威电子	0.10	21.05	0.02	21.05	21.06	58291	673	0.04	          2.90	
300008	上海佳豪	1.77	23.00	0.40	23.00	23.01	49794	535	0.65	          2.76	
300009	安科生物	-1.80	31.58	-0.58	31.58	31.59	97217	690	0.00	          3.97	
300010	立思辰	4.14	22.65	0.90	22.64	22.65	237492	2934	0.08	          5.56	
300011	鼎汉技术	-0.05	21.00	-0.01	21.00	21.01	51854	997	-0.09	          1.41	
300012	华测检测	1.80	24.30	0.43	24.29	24.30	116478	2707	0.04	          3.45	
300013	新宁物流	-2.71	15.80	-0.44	15.79	15.80	120611	3141	-0.31	          6.70	
300014	亿纬锂能	0.93	22.86	0.21	22.86	22.87	137751	1999	0.13	          4.04	
300015	爱尔眼科	0.62	30.74	0.19	30.74	30.75	36011	259	0.06	          0.46	
300016	北陆药业	-0.84	27.07	-0.23	27.07	27.08	95945	763	0.11	          3.86	
300017	网宿科技	-0.41	57.86	-0.24	57.86	57.87	88872	1331	0.12	          1.79	
300018	中元华电	0.07	29.94	0.02	29.93	29.94	57122	763	-0.13	          3.81	
300019	硅宝科技	2.01	11.17	0.22	11.17	11.18	44555	567	0.17	          2.06	
300020	银江股份	3.59	17.58	0.61	17.58	17.59	355596	4761	0.05	          6.19	
300021	大禹节水	0.99	13.22	0.13	13.22	13.23	56158	1212	0.15	          3.35	
300022	吉峰农机	-0.84	8.22	-0.07	8.21	8.22	138651	3035	0.12	          4.33	
300023	宝德股份	-2.88	47.20	-1.40	47.19	47.20	78975	1314	-0.10	         15.89	
300024	机器人	0.99	54.25	0.53	54.25	54.27	144148	1629	0.01	          2.27	
300025	华星创业	--  	30.15	--  	--  	--  	0	0	--  	          0.00	
300026	红日药业	0.68	14.80	0.10	14.80	14.81	61290	1316	0.06	          0.93	
300027	华谊兄弟	-0.55	28.80	-0.16	28.79	28.80	222158	3061	0.03	          2.41	
300028	金亚科技	--  	34.51	--  	--  	--  	0	0	--  	          0.00	
300029	天龙光电	0.18	11.26	0.02	11.26	11.27	49045	439	0.17	          2.54	
300030	阳普医疗	1.91	14.94	0.28	14.93	14.94	147472	3359	0.33	          6.10	
300031	宝通科技	0.63	24.09	0.15	24.09	24.10	58012	438	0.00	          2.60	
300032	金龙机电	10.00	19.25	1.75	19.25	--  	377475	8	0.00	          6.53	
300033	同花顺	-0.80	68.55	-0.55	68.55	68.56	113693	1601	-0.07	          4.31	
300034	钢研高纳	1.03	21.60	0.22	21.60	21.61	65928	1064	-0.09	          2.06	
300035	中科电气	0.63	12.76	0.08	12.75	12.76	39199	864	0.00	          2.13	
300036	超图软件	0.00	34.71	0.00	34.70	34.71	123147	5212	-1.27	          8.07	
300037	新宙邦	2.43	36.74	0.87	36.73	36.74	60233	743	0.30	          5.54	
300038	梅泰诺	--  	56.68	--  	--  	--  	0	0	--  	          0.00	
300039	上海凯宝	0.19	10.56	0.02	10.56	10.57	101658	1802	0.09	          1.65	
300040	九洲电气	1.39	9.51	0.13	9.51	9.53	65731	1366	-0.10	          3.31	
300041	回天新材	4.81	19.84	0.91	19.82	19.84	131733	1349	0.05	         10.26	
300042	朗科科技	0.98	30.00	0.29	29.98	30.00	10325	155	0.30	          1.14	
